No,VoucherType,Quantity,Sales,Date
3375,1000 Birr,8,8000,1/11/2021
3376,250 Birr,6,1500,1/11/2021
3377,500 Birr,11,5500,1/11/2021
3378,5 Birr,48956,244780,1/10/2021
3379,10 Birr,82155,821550,1/10/2021
3380,15 Birr,29950,449250,1/10/2021
3381,50 Birr,8364,418200,1/10/2021
3382,100 Birr,2922,292200,1/10/2021
3383,25 Birr,26955,673875,1/10/2021
3384,250 Birr,5,1250,1/10/2021
3385,500 Birr,2,1000,1/10/2021
3386,1000 Birr,1,1000,1/10/2021
3387,10 Birr,140554,1405540,1/9/2021
3388,5 Birr,82771,413855,1/9/2021
3389,25 Birr,48304,1207600,1/9/2021
3390,100 Birr,4460,446000,1/9/2021
3391,50 Birr,14841,742050,1/9/2021
3392,15 Birr,53658,804870,1/9/2021
3393,500 Birr,8,4000,1/9/2021
3394,250 Birr,1,250,1/9/2021
3395,5 Birr,92076,460380,1/8/2021
3396,100 Birr,5516,551600,1/8/2021
3397,25 Birr,40580,1014500,1/8/2021
3398,10 Birr,165459,1654590,1/8/2021
3399,15 Birr,52769,791535,1/8/2021
3400,50 Birr,13926,696300,1/8/2021
3401,250 Birr,12,3000,1/8/2021
3402,500 Birr,10,5000,1/8/2021
3403,1000 Birr,2,2000,1/8/2021
3404,15 Birr,40302,604530,1/7/2021
3405,5 Birr,37396,186980,1/7/2021
3406,25 Birr,32791,819775,1/7/2021
3407,50 Birr,9524,476200,1/7/2021
3408,10 Birr,69378,693780,1/7/2021
3409,100 Birr,5417,541700,1/7/2021
3410,250 Birr,5,1250,1/7/2021
3411,500 Birr,4,2000,1/7/2021
3412,1000 Birr,3,3000,1/7/2021
3413,10 Birr,128939,1289390,1/6/2021
3414,25 Birr,41899,1047475,1/6/2021
3415,5 Birr,71496,357480,1/6/2021
3416,50 Birr,18299,914950,1/6/2021
3417,15 Birr,49715,745725,1/6/2021
3418,100 Birr,5179,517900,1/6/2021
3419,500 Birr,5,2500,1/6/2021
3420,1000 Birr,6,6000,1/6/2021
3421,250 Birr,5,1250,1/6/2021
3422,10 Birr,122838,1228380,1/5/2021
3423,15 Birr,44796,671940,1/5/2021
3424,50 Birr,14247,712350,1/5/2021
3425,25 Birr,33023,825575,1/5/2021
3426,100 Birr,4282,428200,1/5/2021
3427,5 Birr,68737,343685,1/5/2021
3428,1000 Birr,9,9000,1/5/2021
3429,250 Birr,4,1000,1/5/2021
3430,500 Birr,6,3000,1/5/2021
3431,15 Birr,43296,649440,1/4/2021
3432,25 Birr,30342,758550,1/4/2021
3433,5 Birr,63756,318780,1/4/2021
3434,10 Birr,121183,1211830,1/4/2021
3435,50 Birr,12937,646850,1/4/2021
3436,100 Birr,4687,468700,1/4/2021
3437,1000 Birr,6,6000,1/4/2021
3438,5 Birr,52160,260800,1/3/2021
3439,15 Birr,35172,527580,1/3/2021
3440,50 Birr,8418,420900,1/3/2021
3441,25 Birr,27521,688025,1/3/2021
3442,100 Birr,2970,297000,1/3/2021
3443,10 Birr,94555,945550,1/3/2021
3444,1000 Birr,3,3000,1/3/2021
3445,25 Birr,43842,1096050,1/2/2021
3446,5 Birr,63083,315415,1/2/2021
3447,10 Birr,133899,1338990,1/2/2021
3448,50 Birr,15045,752250,1/2/2021
3449,15 Birr,50998,764970,1/2/2021
3450,100 Birr,4822,482200,1/2/2021
3451,1000 Birr,10,10000,1/2/2021
3452,10 Birr,142699,1426990,1/1/2021
3453,100 Birr,5380,538000,1/1/2021
3454,15 Birr,51871,778065,1/1/2021
3455,25 Birr,33208,830200,1/1/2021
3456,50 Birr,13801,690050,1/1/2021
3457,5 Birr,58883,294415,1/1/2021
3458,250 Birr,24,6000,1/1/2021
3459,1000 Birr,13,13000,1/1/2021
3460,50 Birr,13768,688400,12/31/2020
3461,10 Birr,137194,1371940,12/31/2020
3462,15 Birr,44899,673485,12/31/2020
3463,100 Birr,4439,443900,12/31/2020
3464,25 Birr,40161,1004025,12/31/2020
3465,5 Birr,72867,364335,12/31/2020
3466,250 Birr,17,4250,12/31/2020
3467,500 Birr,37,18500,12/31/2020
3468,1000 Birr,6,6000,12/31/2020
3469,5 Birr,97283,486415,12/30/2020
3470,10 Birr,156573,1565730,12/30/2020
3471,15 Birr,50018,750270,12/30/2020
3472,25 Birr,37421,935525,12/30/2020
3473,50 Birr,14280,714000,12/30/2020
3474,100 Birr,5665,566500,12/30/2020
3475,1000 Birr,6,6000,12/30/2020
3476,250 Birr,15,3750,12/30/2020
3477,10 Birr,161150,1611500,12/29/2020
3478,15 Birr,55390,830850,12/29/2020
3479,5 Birr,80839,404195,12/29/2020
3480,25 Birr,40672,1016800,12/29/2020
3481,50 Birr,19396,969800,12/29/2020
3482,100 Birr,7373,737300,12/29/2020
3483,250 Birr,9,2250,12/29/2020
3484,1000 Birr,5,5000,12/29/2020
3485,500 Birr,20,10000,12/29/2020
3486,10 Birr,120941,1209410,12/28/2020
3487,15 Birr,57253,858795,12/28/2020
3488,25 Birr,41895,1047375,12/28/2020
3489,5 Birr,69792,348960,12/28/2020
3490,50 Birr,14043,702150,12/28/2020
3491,100 Birr,5872,587200,12/28/2020
3492,1000 Birr,15,15000,12/28/2020
3493,250 Birr,19,4750,12/28/2020
3494,25 Birr,24496,612400,12/27/2020
3495,50 Birr,7402,370100,12/27/2020
3496,10 Birr,97355,973550,12/27/2020
3497,5 Birr,51728,258640,12/27/2020
3498,100 Birr,2513,251300,12/27/2020
3499,15 Birr,33879,508185,12/27/2020
3500,250 Birr,7,1750,12/27/2020
3501,10 Birr,130098,1300980,12/26/2020
3502,25 Birr,35788,894700,12/26/2020
3503,5 Birr,70153,350765,12/26/2020
3504,50 Birr,14617,730850,12/26/2020
3505,15 Birr,47707,715605,12/26/2020
3506,100 Birr,4876,487600,12/26/2020
3507,250 Birr,11,2750,12/26/2020
3508,1000 Birr,3,3000,12/26/2020
3509,500 Birr,6,3000,12/26/2020
3510,5 Birr,68459,342295,12/25/2020
3511,15 Birr,45139,677085,12/25/2020
3512,100 Birr,4003,400300,12/25/2020
3513,50 Birr,12676,633800,12/25/2020
3514,10 Birr,124258,1242580,12/25/2020
3515,25 Birr,33636,840900,12/25/2020
3516,1000 Birr,10,10000,12/25/2020
3517,500 Birr,56,28000,12/25/2020
3518,250 Birr,9,2250,12/25/2020
3519,10 Birr,127711,1277110,12/24/2020
3520,5 Birr,64717,323585,12/24/2020
3521,25 Birr,33950,848750,12/24/2020
3522,15 Birr,47244,708660,12/24/2020
3523,50 Birr,13542,677100,12/24/2020
3524,100 Birr,4334,433400,12/24/2020
3525,250 Birr,9,2250,12/24/2020
3526,500 Birr,5,2500,12/24/2020
3527,1000 Birr,6,6000,12/24/2020
3528,50 Birr,12084,604200,12/23/2020
3529,100 Birr,3864,386400,12/23/2020
3530,25 Birr,34776,869400,12/23/2020
3531,10 Birr,129615,1296150,12/23/2020
3532,15 Birr,42648,639720,12/23/2020
3533,5 Birr,78306,391530,12/23/2020
3534,250 Birr,7,1750,12/23/2020
3535,1000 Birr,13,13000,12/23/2020
3536,500 Birr,9,4500,12/23/2020
3537,25 Birr,28317,707925,12/22/2020
3538,5 Birr,57526,287630,12/22/2020
3539,10 Birr,105612,1056120,12/22/2020
3540,15 Birr,39955,599325,12/22/2020
3541,50 Birr,11095,554750,12/22/2020
3542,100 Birr,4669,466900,12/22/2020
3543,250 Birr,7,1750,12/22/2020
3544,1000 Birr,7,7000,12/22/2020
3545,500 Birr,3,1500,12/22/2020
3546,10 Birr,134871,1348710,12/21/2020
3547,100 Birr,4345,434500,12/21/2020
3548,25 Birr,40525,1013125,12/21/2020
3549,5 Birr,71582,357910,12/21/2020
3550,15 Birr,49969,749535,12/21/2020
3551,50 Birr,12239,611950,12/21/2020
3552,1000 Birr,7,7000,12/21/2020
3553,250 Birr,6,1500,12/21/2020
3554,500 Birr,8,4000,12/21/2020
3555,100 Birr,2209,220900,12/20/2020
3556,10 Birr,90340,903400,12/20/2020
3557,5 Birr,55793,278965,12/20/2020
3558,15 Birr,36957,554355,12/20/2020
3559,25 Birr,26647,666175,12/20/2020
3560,50 Birr,8806,440300,12/20/2020
3561,500 Birr,7,3500,12/20/2020
3562,250 Birr,7,1750,12/20/2020
3563,1000 Birr,2,2000,12/20/2020
3564,10 Birr,128041,1280410,12/19/2020
3565,25 Birr,41281,1032025,12/19/2020
3566,50 Birr,14544,727200,12/19/2020
3567,5 Birr,72418,362090,12/19/2020
3568,15 Birr,50511,757665,12/19/2020
3569,100 Birr,4951,495100,12/19/2020
3570,250 Birr,15,3750,12/19/2020
3571,1000 Birr,7,7000,12/19/2020
3572,500 Birr,6,3000,12/19/2020
3573,10 Birr,100421,1004210,12/18/2020
3574,50 Birr,10596,529800,12/18/2020
3575,5 Birr,63236,316180,12/18/2020
3576,25 Birr,32748,818700,12/18/2020
3577,15 Birr,44867,673005,12/18/2020
3578,100 Birr,3177,317700,12/18/2020
3579,250 Birr,15,3750,12/18/2020
3580,1000 Birr,2,2000,12/18/2020
3581,25 Birr,34736,868400,12/17/2020
3582,5 Birr,74745,373725,12/17/2020
3583,100 Birr,4988,498800,12/17/2020
3584,10 Birr,130921,1309210,12/17/2020
3585,15 Birr,45848,687720,12/17/2020
3586,50 Birr,12353,617650,12/17/2020
3587,250 Birr,7,1750,12/17/2020
3588,500 Birr,66,33000,12/17/2020
3589,1000 Birr,6,6000,12/17/2020
3590,5 Birr,74810,374050,12/16/2020
3591,10 Birr,132679,1326790,12/16/2020
3592,100 Birr,4310,431000,12/16/2020
3593,15 Birr,46760,701400,12/16/2020
3594,25 Birr,32236,805900,12/16/2020
3595,50 Birr,12231,611550,12/16/2020
3596,500 Birr,23,11500,12/16/2020
3597,1000 Birr,6,6000,12/16/2020
3598,250 Birr,5,1250,12/16/2020
3599,10 Birr,140814,1408140,12/15/2020
3600,50 Birr,14029,701450,12/15/2020
3601,25 Birr,38469,961725,12/15/2020
3602,15 Birr,53657,804855,12/15/2020
3603,100 Birr,4587,458700,12/15/2020
3604,5 Birr,77158,385790,12/15/2020
3605,1000 Birr,4,4000,12/15/2020
3606,500 Birr,11,5500,12/15/2020
3607,250 Birr,6,1500,12/15/2020
3608,10 Birr,146646,1466460,12/14/2020
3609,100 Birr,5157,515700,12/14/2020
3610,5 Birr,78816,394080,12/14/2020
3611,25 Birr,38166,954150,12/14/2020
3612,15 Birr,50522,757830,12/14/2020
3613,250 Birr,6,1500,12/14/2020
3614,50 Birr,15567,778350,12/14/2020
3615,500 Birr,48,24000,12/14/2020
3616,1000 Birr,6,6000,12/14/2020
3617,10 Birr,79974,799740,12/13/2020
3618,5 Birr,46372,231860,12/13/2020
3619,15 Birr,29251,438765,12/13/2020
3620,100 Birr,2396,239600,12/13/2020
3621,50 Birr,7400,370000,12/13/2020
3622,25 Birr,21806,545150,12/13/2020
3623,1000 Birr,2,2000,12/13/2020
3624,250 Birr,2,500,12/13/2020
3625,500 Birr,4,2000,12/13/2020
3626,15 Birr,50461,756915,12/12/2020
3627,10 Birr,141362,1413620,12/12/2020
3628,25 Birr,40943,1023575,12/12/2020
3629,5 Birr,68053,340265,12/12/2020
3630,100 Birr,4820,482000,12/12/2020
3631,50 Birr,14592,729600,12/12/2020
3632,1000 Birr,5,5000,12/12/2020
3633,250 Birr,7,1750,12/12/2020
3634,500 Birr,7,3500,12/12/2020
3635,5 Birr,51699,258495,12/11/2020
3636,15 Birr,41866,627990,12/11/2020
3637,25 Birr,33014,825350,12/11/2020
3638,50 Birr,11318,565900,12/11/2020
3639,100 Birr,4612,461200,12/11/2020
3640,10 Birr,95502,955020,12/11/2020
3641,500 Birr,5,2500,12/11/2020
3642,250 Birr,7,1750,12/11/2020
3643,1000 Birr,1,1000,12/11/2020
3644,10 Birr,120009,1200090,12/10/2020
3645,5 Birr,65622,328110,12/10/2020
3646,25 Birr,34343,858575,12/10/2020
3647,50 Birr,12257,612850,12/10/2020
3648,15 Birr,45572,683580,12/10/2020
3649,100 Birr,3709,370900,12/10/2020
3650,1000 Birr,2,2000,12/10/2020
3651,250 Birr,4,1000,12/10/2020
3652,500 Birr,1,500,12/10/2020
3653,15 Birr,50923,763845,12/9/2020
3654,25 Birr,39358,983950,12/9/2020
3655,10 Birr,127424,1274240,12/9/2020
3656,5 Birr,64772,323860,12/9/2020
3657,50 Birr,17878,893900,12/9/2020
3658,100 Birr,6042,604200,12/9/2020
3659,1000 Birr,5,5000,12/9/2020
3660,250 Birr,5,1250,12/9/2020
3661,500 Birr,6,3000,12/9/2020
3662,10 Birr,135701,1357010,12/8/2020
3663,50 Birr,15511,775550,12/8/2020
3664,25 Birr,36267,906675,12/8/2020
3665,15 Birr,47805,717075,12/8/2020
3666,5 Birr,70845,354225,12/8/2020
3667,100 Birr,4099,409900,12/8/2020
3668,250 Birr,9,2250,12/8/2020
3669,500 Birr,7,3500,12/8/2020
3670,1000 Birr,1,1000,12/8/2020
3671,50 Birr,15520,776000,12/7/2020
3672,10 Birr,121000,1210000,12/7/2020
3673,25 Birr,34828,870700,12/7/2020
3674,5 Birr,71427,357135,12/7/2020
3675,15 Birr,46293,694395,12/7/2020
3676,100 Birr,4316,431600,12/7/2020
3677,500 Birr,15,7500,12/7/2020
3678,250 Birr,2,500,12/7/2020
3679,10 Birr,74458,744580,12/6/2020
3680,25 Birr,21825,545625,12/6/2020
3681,50 Birr,6931,346550,12/6/2020
3682,15 Birr,28936,434040,12/6/2020
3683,5 Birr,41651,208255,12/6/2020
3684,100 Birr,2184,218400,12/6/2020
3685,250 Birr,3,750,12/6/2020
3686,500 Birr,2,1000,12/6/2020
3687,1000 Birr,3,3000,12/6/2020
3688,10 Birr,143918,1439180,12/5/2020
3689,5 Birr,70101,350505,12/5/2020
3690,15 Birr,48447,726705,12/5/2020
3691,25 Birr,38883,972075,12/5/2020
3692,50 Birr,12335,616750,12/5/2020
3693,100 Birr,3662,366200,12/5/2020
3694,250 Birr,12,3000,12/5/2020
3695,500 Birr,5,2500,12/5/2020
3696,1000 Birr,1,1000,12/5/2020
3697,15 Birr,44111,661665,12/4/2020
3698,10 Birr,124235,1242350,12/4/2020
3699,5 Birr,73197,365985,12/4/2020
3700,50 Birr,13310,665500,12/4/2020
3701,100 Birr,5504,550400,12/4/2020
3702,25 Birr,36416,910400,12/4/2020
3703,250 Birr,5,1250,12/4/2020
3704,1000 Birr,27,27000,12/4/2020
3705,500 Birr,9,4500,12/4/2020
3706,10 Birr,119163,1191630,12/3/2020
3707,100 Birr,4170,417000,12/3/2020
3708,50 Birr,13858,692900,12/3/2020
3709,25 Birr,30692,767300,12/3/2020
3710,5 Birr,65925,329625,12/3/2020
3711,15 Birr,40629,609435,12/3/2020
3712,250 Birr,8,2000,12/3/2020
3713,500 Birr,9,4500,12/3/2020
3714,1000 Birr,5,5000,12/3/2020
3715,5 Birr,68523,342615,12/2/2020
3716,50 Birr,17682,884100,12/2/2020
3717,25 Birr,36804,920100,12/2/2020
3718,15 Birr,44706,670590,12/2/2020
3719,10 Birr,124915,1249150,12/2/2020
3720,100 Birr,5843,584300,12/2/2020
3721,500 Birr,19,9500,12/2/2020
3722,1000 Birr,9,9000,12/2/2020
3723,250 Birr,8,2000,12/2/2020
3724,5 Birr,57444,287220,12/1/2020
3725,10 Birr,124338,1243380,12/1/2020
3726,15 Birr,47383,710745,12/1/2020
3727,25 Birr,34718,867950,12/1/2020
3728,50 Birr,12670,633500,12/1/2020
3729,100 Birr,5881,588100,12/1/2020
3730,1000 Birr,7,7000,12/1/2020
3731,250 Birr,10,2500,12/1/2020
3732,500 Birr,3,1500,12/1/2020
3733,25 Birr,46604,1165100,11/30/2020
3734,10 Birr,147493,1474930,11/30/2020
3735,5 Birr,84312,421560,11/30/2020
3736,15 Birr,60247,903705,11/30/2020
3737,50 Birr,18903,945150,11/30/2020
3738,100 Birr,5711,571100,11/30/2020
3739,250 Birr,13,3250,11/30/2020
3740,500 Birr,6,3000,11/30/2020
3741,1000 Birr,1,1000,11/30/2020
3742,5 Birr,41371,206855,11/29/2020
3743,25 Birr,20684,517100,11/29/2020
3744,50 Birr,6856,342800,11/29/2020
3745,10 Birr,72744,727440,11/29/2020
3746,15 Birr,25862,387930,11/29/2020
3747,100 Birr,2269,226900,11/29/2020
3748,1000 Birr,7,7000,11/29/2020
3749,250 Birr,4,1000,11/29/2020
3750,500 Birr,6,3000,11/29/2020
3751,15 Birr,41032,615480,11/28/2020
3752,25 Birr,31803,795075,11/28/2020
3753,50 Birr,13484,674200,11/28/2020
3754,100 Birr,5807,580700,11/28/2020
3755,5 Birr,50371,251855,11/28/2020
3756,10 Birr,112486,1124860,11/28/2020
3757,1000 Birr,3,3000,11/28/2020
3758,250 Birr,14,3500,11/28/2020
3759,500 Birr,44,22000,11/28/2020
3760,100 Birr,4466,446600,11/27/2020
3761,5 Birr,70022,350110,11/27/2020
3762,10 Birr,128253,1282530,11/27/2020
3763,50 Birr,11786,589300,11/27/2020
3764,15 Birr,47257,708855,11/27/2020
3765,25 Birr,36791,919775,11/27/2020
3766,250 Birr,25,6250,11/27/2020
3767,1000 Birr,10,10000,11/27/2020
3768,10 Birr,99689,996890,11/26/2020
3769,25 Birr,37696,942400,11/26/2020
3770,5 Birr,53118,265590,11/26/2020
3771,15 Birr,50565,758475,11/26/2020
3772,50 Birr,12910,645500,11/26/2020
3773,100 Birr,4476,447600,11/26/2020
3774,500 Birr,52,26000,11/26/2020
3775,1000 Birr,15,15000,11/26/2020
3776,250 Birr,7,1750,11/26/2020
3777,5 Birr,61389,306945,11/25/2020
3778,15 Birr,52435,786525,11/25/2020
3779,10 Birr,116337,1163370,11/25/2020
3780,25 Birr,31700,792500,11/25/2020
3781,50 Birr,12555,627750,11/25/2020
3782,100 Birr,5711,571100,11/25/2020
3783,1000 Birr,7,7000,11/25/2020
3784,250 Birr,4,1000,11/25/2020
3785,500 Birr,5,2500,11/25/2020
3786,25 Birr,32413,810325,11/24/2020
3787,5 Birr,62978,314890,11/24/2020
3788,15 Birr,40902,613530,11/24/2020
3789,10 Birr,102764,1027640,11/24/2020
3790,100 Birr,3221,322100,11/24/2020
3791,50 Birr,10621,531050,11/24/2020
3792,1000 Birr,9,9000,11/24/2020
3793,500 Birr,9,4500,11/24/2020
3794,250 Birr,2,500,11/24/2020
3795,10 Birr,109417,1094170,11/23/2020
3796,15 Birr,36924,553860,11/23/2020
3797,25 Birr,25451,636275,11/23/2020
3798,5 Birr,47810,239050,11/23/2020
3799,50 Birr,10020,501000,11/23/2020
3800,100 Birr,3254,325400,11/23/2020
3801,1000 Birr,12,12000,11/23/2020
3802,500 Birr,20,10000,11/23/2020
3803,250 Birr,12,3000,11/23/2020
3804,15 Birr,27585,413775,11/22/2020
3805,25 Birr,21572,539300,11/22/2020
3806,50 Birr,7564,378200,11/22/2020
3807,10 Birr,69308,693080,11/22/2020
3808,100 Birr,2556,255600,11/22/2020
3809,5 Birr,35363,176815,11/22/2020
3810,1000 Birr,10,10000,11/22/2020
3811,500 Birr,5,2500,11/22/2020
3812,250 Birr,4,1000,11/22/2020
3813,100 Birr,3772,377200,11/21/2020
3814,10 Birr,118315,1183150,11/21/2020
3815,5 Birr,75525,377625,11/21/2020
3816,15 Birr,38021,570315,11/21/2020
3817,25 Birr,29820,745500,11/21/2020
3818,50 Birr,11515,575750,11/21/2020
3819,250 Birr,7,1750,11/21/2020
3820,500 Birr,18,9000,11/21/2020
3821,1000 Birr,7,7000,11/21/2020
3822,10 Birr,106284,1062840,11/20/2020
3823,25 Birr,29832,745800,11/20/2020
3824,5 Birr,55474,277370,11/20/2020
3825,15 Birr,41405,621075,11/20/2020
3826,50 Birr,11594,579700,11/20/2020
3827,100 Birr,3757,375700,11/20/2020
3828,500 Birr,4,2000,11/20/2020
3829,1000 Birr,6,6000,11/20/2020
3830,250 Birr,1,250,11/20/2020
3831,25 Birr,30666,766650,11/19/2020
3832,15 Birr,37803,567045,11/19/2020
3833,5 Birr,47782,238910,11/19/2020
3834,10 Birr,82980,829800,11/19/2020
3835,50 Birr,8490,424500,11/19/2020
3836,100 Birr,3603,360300,11/19/2020
3837,250 Birr,3,750,11/19/2020
3838,500 Birr,5,2500,11/19/2020
3839,1000 Birr,1,1000,11/19/2020
3840,10 Birr,105951,1059510,11/18/2020
3841,15 Birr,44478,667170,11/18/2020
3842,25 Birr,36064,901600,11/18/2020
3843,5 Birr,54898,274490,11/18/2020
3844,100 Birr,3790,379000,11/18/2020
3845,50 Birr,15545,777250,11/18/2020
3846,1000 Birr,3,3000,11/18/2020
3847,500 Birr,8,4000,11/18/2020
3848,250 Birr,4,1000,11/18/2020
3849,10 Birr,79316,793160,11/17/2020
3850,15 Birr,36801,552015,11/17/2020
3851,25 Birr,24402,610050,11/17/2020
3852,50 Birr,10694,534700,11/17/2020
3853,5 Birr,43125,215625,11/17/2020
3854,100 Birr,3592,359200,11/17/2020
3855,1000 Birr,4,4000,11/17/2020
3856,500 Birr,5,2500,11/17/2020
3857,250 Birr,9,2250,11/17/2020
3858,5 Birr,51432,257160,11/16/2020
3859,50 Birr,11147,557350,11/16/2020
3860,25 Birr,29779,744475,11/16/2020
3861,10 Birr,94818,948180,11/16/2020
3862,15 Birr,39685,595275,11/16/2020
3863,100 Birr,4805,480500,11/16/2020
3864,250 Birr,3,750,11/16/2020
3865,1000 Birr,4,4000,11/16/2020
3866,500 Birr,2,1000,11/16/2020
3867,10 Birr,64557,645570,11/15/2020
3868,5 Birr,38751,193755,11/15/2020
3869,15 Birr,24115,361725,11/15/2020
3870,25 Birr,17841,446025,11/15/2020
3871,50 Birr,6734,336700,11/15/2020
3872,100 Birr,1968,196800,11/15/2020
3873,500 Birr,2,1000,11/15/2020
3874,250 Birr,1,250,11/15/2020
3875,15 Birr,40656,609840,11/14/2020
3876,5 Birr,58987,294935,11/14/2020
3877,10 Birr,112650,1126500,11/14/2020
3878,25 Birr,29111,727775,11/14/2020
3879,100 Birr,4376,437600,11/14/2020
3880,50 Birr,12235,611750,11/14/2020
3881,250 Birr,4,1000,11/14/2020
3882,500 Birr,4,2000,11/14/2020
3883,1000 Birr,5,5000,11/14/2020
3884,10 Birr,85448,854480,11/13/2020
3885,50 Birr,11309,565450,11/13/2020
3886,15 Birr,29820,447300,11/13/2020
3887,25 Birr,28365,709125,11/13/2020
3888,5 Birr,49010,245050,11/13/2020
3889,100 Birr,4501,450100,11/13/2020
3890,500 Birr,11,5500,11/13/2020
3891,250 Birr,5,1250,11/13/2020
3892,1000 Birr,1,1000,11/13/2020
3893,10 Birr,95293,952930,11/12/2020
3894,15 Birr,40379,605685,11/12/2020
3895,5 Birr,48562,242810,11/12/2020
3896,50 Birr,12092,604600,11/12/2020
3897,100 Birr,3619,361900,11/12/2020
3898,25 Birr,31029,775725,11/12/2020
3899,250 Birr,3,750,11/12/2020
3900,1000 Birr,1,1000,11/12/2020
3901,500 Birr,3,1500,11/12/2020
3902,5 Birr,50366,251830,11/11/2020
3903,10 Birr,91135,911350,11/11/2020
3904,50 Birr,12401,620050,11/11/2020
3905,25 Birr,29854,746350,11/11/2020
3906,15 Birr,40870,613050,11/11/2020
3907,100 Birr,4467,446700,11/11/2020
3908,500 Birr,4,2000,11/11/2020
3909,250 Birr,4,1000,11/11/2020
3910,10 Birr,102138,1021380,11/10/2020
3911,5 Birr,50386,251930,11/10/2020
3912,25 Birr,34425,860625,11/10/2020
3913,50 Birr,10008,500400,11/10/2020
3914,100 Birr,3218,321800,11/10/2020
3915,15 Birr,43616,654240,11/10/2020
3916,500 Birr,3,1500,11/10/2020
3917,250 Birr,5,1250,11/10/2020
3918,1000 Birr,1,1000,11/10/2020
3919,10 Birr,90401,904010,11/9/2020
3920,15 Birr,35195,527925,11/9/2020
3921,5 Birr,47566,237830,11/9/2020
3922,25 Birr,29422,735550,11/9/2020
3923,50 Birr,11303,565150,11/9/2020
3924,100 Birr,3604,360400,11/9/2020
3925,250 Birr,13,3250,11/9/2020
3926,1000 Birr,3,3000,11/9/2020
3927,500 Birr,5,2500,11/9/2020
3928,15 Birr,18570,278550,11/8/2020
3929,10 Birr,49935,499350,11/8/2020
3930,25 Birr,13466,336650,11/8/2020
3931,100 Birr,1310,131000,11/8/2020
3932,50 Birr,4542,227100,11/8/2020
3933,5 Birr,28331,141655,11/8/2020
3934,250 Birr,2,500,11/8/2020
3935,1000 Birr,1,1000,11/8/2020
3936,10 Birr,91857,918570,11/7/2020
3937,5 Birr,47966,239830,11/7/2020
3938,50 Birr,11301,565050,11/7/2020
3939,25 Birr,27901,697525,11/7/2020
3940,15 Birr,37085,556275,11/7/2020
3941,100 Birr,3908,390800,11/7/2020
3942,500 Birr,1,500,11/7/2020
3943,250 Birr,6,1500,11/7/2020
3944,1000 Birr,3,3000,11/7/2020
3945,15 Birr,37317,559755,11/6/2020
3946,25 Birr,27546,688650,11/6/2020
3947,100 Birr,3582,358200,11/6/2020
3948,50 Birr,10751,537550,11/6/2020
3949,10 Birr,109028,1090280,11/6/2020
3950,5 Birr,48459,242295,11/6/2020
3951,250 Birr,3,750,11/6/2020
3952,500 Birr,7,3500,11/6/2020
3953,1000 Birr,2,2000,11/6/2020
3954,50 Birr,6928,346400,11/5/2020
3955,10 Birr,56510,565100,11/5/2020
3956,15 Birr,27838,417570,11/5/2020
3957,5 Birr,29493,147465,11/5/2020
3958,25 Birr,18882,472050,11/5/2020
3959,100 Birr,2495,249500,11/5/2020
3960,250 Birr,5,1250,11/5/2020
3961,1000 Birr,4,4000,11/5/2020
3962,500 Birr,6,3000,11/5/2020
3963,5 Birr,48853,244265,11/4/2020
3964,10 Birr,96129,961290,11/4/2020
3965,15 Birr,34995,524925,11/4/2020
3966,25 Birr,28913,722825,11/4/2020
3967,100 Birr,3169,316900,11/4/2020
3968,50 Birr,10814,540700,11/4/2020
3969,1000 Birr,7,7000,11/4/2020
3970,500 Birr,4,2000,11/4/2020
3971,250 Birr,3,750,11/4/2020
3972,15 Birr,31688,475320,11/3/2020
3973,5 Birr,43275,216375,11/3/2020
3974,10 Birr,78046,780460,11/3/2020
3975,25 Birr,22904,572600,11/3/2020
3976,50 Birr,9354,467700,11/3/2020
3977,100 Birr,2319,231900,11/3/2020
3978,500 Birr,7,3500,11/3/2020
3979,250 Birr,30,7500,11/3/2020
3980,1000 Birr,2,2000,11/3/2020
3981,25 Birr,20778,519450,11/2/2020
3982,50 Birr,8071,403550,11/2/2020
3983,5 Birr,36712,183560,11/2/2020
3984,100 Birr,2483,248300,11/2/2020
3985,15 Birr,28288,424320,11/2/2020
3986,10 Birr,70068,700680,11/2/2020
3987,1000 Birr,10,10000,11/2/2020
3988,500 Birr,6,3000,11/2/2020
3989,250 Birr,9,2250,11/2/2020
3990,5 Birr,24992,124960,11/1/2020
3991,15 Birr,18398,275970,11/1/2020
3992,10 Birr,46677,466770,11/1/2020
3993,25 Birr,16385,409625,11/1/2020
3994,50 Birr,5854,292700,11/1/2020
3995,100 Birr,1712,171200,11/1/2020
3996,500 Birr,6,3000,11/1/2020
3997,250 Birr,5,1250,11/1/2020
3998,10 Birr,62162,621620,10/31/2020
3999,15 Birr,23341,350115,10/31/2020
4000,25 Birr,17127,428175,10/31/2020
4001,5 Birr,33060,165300,10/31/2020
4002,50 Birr,7478,373900,10/31/2020
4003,100 Birr,2646,264600,10/31/2020
4004,1000 Birr,6,6000,10/31/2020
4005,250 Birr,11,2750,10/31/2020
4006,500 Birr,3,1500,10/31/2020
4007,10 Birr,60915,609150,10/30/2020
4008,15 Birr,22667,340005,10/30/2020
4009,25 Birr,16406,410150,10/30/2020
4010,50 Birr,5248,262400,10/30/2020
4011,100 Birr,1718,171800,10/30/2020
4012,5 Birr,30736,153680,10/30/2020
4013,250 Birr,5,1250,10/30/2020
